S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3195,19/09/2020,Dadra and Nagar Haveli and Daman and Diu,2859,218,2639,2
3196,20/09/2020,Dadra and Nagar Haveli and Daman and Diu,2887,208,2677,2
3197,21/09/2020,Dadra and Nagar Haveli and Daman and Diu,2924,229,2693,2
3198,22/09/2020,Dadra and Nagar Haveli and Daman and Diu,2933,220,2711,2
3199,23/09/2020,Dadra and Nagar Haveli and Daman and Diu,2944,198,2744,2
3200,24/09/2020,Dadra and Nagar Haveli and Daman and Diu,2962,205,2755,2
3201,25/09/2020,Dadra and Nagar Haveli and Daman and Diu,2977,190,2785,2
3202,26/09/2020,Dadra and Nagar Haveli and Daman and Diu,2989,182,2805,2
3203,27/09/2020,Dadra and Nagar Haveli and Daman and Diu,2996,163,2831,2
3204,28/09/2020,Dadra and Nagar Haveli and Daman and Diu,3002,152,2848,2
3205,29/09/2020,Dadra and Nagar Haveli and Daman and Diu,3012,133,2877,2
3206,30/09/2020,Dadra and Nagar Haveli and Daman and Diu,3032,120,2910,2
3207,01/10/2020,Dadra and Nagar Haveli and Daman and Diu,3040,109,2929,2
3208,02/10/2020,Dadra and Nagar Haveli and Daman and Diu,3054,113,2939,2
3209,03/10/2020,Dadra and Nagar Haveli and Daman and Diu,3061,100,2959,2
3210,04/10/2020,Dadra and Nagar Haveli and Daman and Diu,3070,101,2967,2
3211,05/10/2020,Dadra and Nagar Haveli and Daman and Diu,3087,105,2980,2
3212,06/10/2020,Dadra and Nagar Haveli and Daman and Diu,3092,99,2991,2
3213,07/10/2020,Dadra and Nagar Haveli and Daman and Diu,3103,101,3000,2
3214,08/10/2020,Dadra and Nagar Haveli and Daman and Diu,3120,108,3010,2
3215,09/10/2020,Dadra and Nagar Haveli and Daman and Diu,3132,105,3025,2
3216,10/10/2020,Dadra and Nagar Haveli and Daman and Diu,3140,101,3037,2
3217,11/10/2020,Dadra and Nagar Haveli and Daman and Diu,3152,100,3050,2
3218,12/10/2020,Dadra and Nagar Haveli and Daman and Diu,3163,102,3059,2
3219,13/10/2020,Dadra and Nagar Haveli and Daman and Diu,3168,102,3064,2
3220,14/10/2020,Dadra and Nagar Haveli and Daman and Diu,3168,85,3081,2
3221,15/10/2020,Dadra and Nagar Haveli and Daman and Diu,3171,79,3090,2
3222,16/10/2020,Dadra and Nagar Haveli and Daman and Diu,3172,71,3099,2
3223,17/10/2020,Dadra and Nagar Haveli and Daman and Diu,3177,66,3109,2
3224,18/10/2020,Dadra and Nagar Haveli and Daman and Diu,3180,59,3119,2
3225,19/10/2020,Dadra and Nagar Haveli and Daman and Diu,3183,54,3127,2
3226,20/10/2020,Dadra and Nagar Haveli and Daman and Diu,3185,43,3140,2
3227,21/10/2020,Dadra and Nagar Haveli and Daman and Diu,3194,39,3153,2
3228,22/10/2020,Dadra and Nagar Haveli and Daman and Diu,3207,44,3161,2
3229,23/10/2020,Dadra and Nagar Haveli and Daman and Diu,3213,47,3164,2
3230,24/10/2020,Dadra and Nagar Haveli and Daman and Diu,3220,51,3167,2
3231,25/10/2020,Dadra and Nagar Haveli and Daman and Diu,3225,50,3173,2
3232,26/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,51,3175,2
3233,27/10/2020,Dadra and Nagar Haveli and Daman and Diu,3228,50,3176,2
3234,28/10/2020,Dadra and Nagar Haveli and Daman and Diu,3231,48,3181,2
3235,29/10/2020,Dadra and Nagar Haveli and Daman and Diu,3237,51,3184,2
3236,30/10/2020,Dadra and Nagar Haveli and Daman and Diu,3243,49,3192,2
3237,31/10/2020,Dadra and Nagar Haveli and Daman and Diu,3248,49,3197,2
3238,01/11/2020,Dadra and Nagar Haveli and Daman and Diu,3251,39,3210,2
3239,02/11/2020,Dadra and Nagar Haveli and Daman and Diu,3255,34,3219,2
3240,03/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,34,3221,2
3241,04/11/2020,Dadra and Nagar Haveli and Daman and Diu,3257,30,3225,2
3242,05/11/2020,Dadra and Nagar Haveli and Daman and Diu,3262,32,3228,2
3243,06/11/2020,Dadra and Nagar Haveli and Daman and Diu,3268,36,3230,2
3244,07/11/2020,Dadra and Nagar Haveli and Daman and Diu,3272,37,3233,2
3245,08/11/2020,Dadra and Nagar Haveli and Daman and Diu,3273,32,3239,2
3246,09/11/2020,Dadra and Nagar Haveli and Daman and Diu,3274,26,3246,2
3247,10/11/2020,Dadra and Nagar Haveli and Daman and Diu,3274,23,3249,2
3248,11/11/2020,Dadra and Nagar Haveli and Daman and Diu,3275,20,3253,2
3249,12/11/2020,Dadra and Nagar Haveli and Daman and Diu,3275,18,3255,2
3250,13/11/2020,Dadra and Nagar Haveli and Daman and Diu,3278,21,3255,2
3251,14/11/2020,Dadra and Nagar Haveli and Daman and Diu,3281,20,3259,2
3252,15/11/2020,Dadra and Nagar Haveli and Daman and Diu,3285,20,3263,2
3253,16/11/2020,Dadra and Nagar Haveli and Daman and Diu,3291,22,3267,2
3254,17/11/2020,Dadra and Nagar Haveli and Daman and Diu,3294,19,3273,2
3255,18/11/2020,Dadra and Nagar Haveli and Daman and Diu,3297,21,3274,2
3256,19/11/2020,Dadra and Nagar Haveli and Daman and Diu,3305,29,3274,2
3257,20/11/2020,Dadra and Nagar Haveli and Daman and Diu,3307,31,3274,2
3258,21/11/2020,Dadra and Nagar Haveli and Daman and Diu,3316,39,3275,2
3259,22/11/2020,Dadra and Nagar Haveli and Daman and Diu,3317,39,3276,2
3260,23/11/2020,Dadra and Nagar Haveli and Daman and Diu,3321,39,3280,2
3261,24/11/2020,Dadra and Nagar Haveli and Daman and Diu,3325,40,3283,2
3262,25/11/2020,Dadra and Nagar Haveli and Daman and Diu,3325,37,3286,2
3263,26/11/2020,Dadra and Nagar Haveli and Daman and Diu,3327,35,3290,2
3264,27/11/2020,Dadra and Nagar Haveli and Daman and Diu,3328,33,3293,2
3265,28/11/2020,Dadra and Nagar Haveli and Daman and Diu,3330,27,3301,2
3266,29/11/2020,Dadra and Nagar Haveli and Daman and Diu,3330,23,3305,2
3267,30/11/2020,Dadra and Nagar Haveli and Daman and Diu,3332,22,3308,2
3268,01/12/2020,Dadra and Nagar Haveli and Daman and Diu,3332,16,3314,2
3269,02/12/2020,Dadra and Nagar Haveli and Daman and Diu,3334,15,3317,2
3270,03/12/2020,Dadra and Nagar Haveli and Daman and Diu,3340,16,3322,2
3271,04/12/2020,Dadra and Nagar Haveli and Daman and Diu,3340,14,3324,2
3272,05/12/2020,Dadra and Nagar Haveli and Daman and Diu,3340,12,3326,2
3273,06/12/2020,Dadra and Nagar Haveli and Daman and Diu,3341,13,3326,2
3274,07/12/2020,Dadra and Nagar Haveli and Daman and Diu,3342,14,3326,2
3275,08/12/2020,Dadra and Nagar Haveli and Daman and Diu,3346,16,3328,2
3276,09/12/2020,Dadra and Nagar Haveli and Daman and Diu,3351,19,3330,2
3277,10/12/2020,Dadra and Nagar Haveli and Daman and Diu,3354,21,3331,2
3278,11/12/2020,Dadra and Nagar Haveli and Daman and Diu,3354,20,3332,2
3279,12/12/2020,Dadra and Nagar Haveli and Daman and Diu,3355,18,3335,2
3280,13/12/2020,Dadra and Nagar Haveli and Daman and Diu,3356,17,3337,2
3281,14/12/2020,Dadra and Nagar Haveli and Daman and Diu,3356,17,3337,2
3282,15/12/2020,Dadra and Nagar Haveli and Daman and Diu,3359,19,3338,2
3283,17/12/2020,Dadra and Nagar Haveli and Daman and Diu,3360,16,3342,2
3284,18/12/2020,Dadra and Nagar Haveli and Daman and Diu,3361,15,3344,2
3285,19/12/2020,Dadra and Nagar Haveli and Daman and Diu,3362,10,3350,2
3286,20/12/2020,Dadra and Nagar Haveli and Daman and Diu,3363,9,3352,2
3287,21/12/2020,Dadra and Nagar Haveli and Daman and Diu,3363,9,3352,2
3288,22/12/2020,Dadra and Nagar Haveli and Daman and Diu,3363,7,3354,2
3289,23/12/2020,Dadra and Nagar Haveli and Daman and Diu,3364,5,3357,2
3290,24/12/2020,Dadra and Nagar Haveli and Daman and Diu,3365,6,3357,2
3291,25/12/2020,Dadra and Nagar Haveli and Daman and Diu,3367,8,3357,2
3292,26/12/2020,Dadra and Nagar Haveli and Daman and Diu,3370,11,3357,2
3293,27/12/2020,Dadra and Nagar Haveli and Daman and Diu,3372,8,3362,2
3294,28/12/2020,Dadra and Nagar Haveli and Daman and Diu,3373,9,3362,2
3295,29/12/2020,Dadra and Nagar Haveli and Daman and Diu,3374,9,3363,2
3296,30/12/2020,Dadra and Nagar Haveli and Daman and Diu,3375,9,3364,2
3297,31/12/2020,Dadra and Nagar Haveli and Daman and Diu,3375,9,3364,2
3298,03/01/2021,Dadra and Nagar Haveli and Daman and Diu,3378,11,3365,2
3299,04/01/2021,Dadra and Nagar Haveli and Daman and Diu,3379,9,3368,2
3300,05/01/2021,Dadra and Nagar Haveli and Daman and Diu,3379,8,3369,2
3301,06/01/2021,Dadra and Nagar Haveli and Daman and Diu,3379,7,3370,2
3302,07/01/2021,Dadra and Nagar Haveli and Daman and Diu,3379,5,3372,2
3303,08/01/2021,Dadra and Nagar Haveli and Daman and Diu,3379,5,3372,2
3304,09/01/2021,Dadra and Nagar Haveli and Daman and Diu,3380,5,3373,2
3305,10/01/2021,Dadra and Nagar Haveli and Daman and Diu,3380,4,3374,2
3306,11/01/2021,Dadra and Nagar Haveli and Daman and Diu,3380,2,3376,2
3307,12/01/2021,Dadra and Nagar Haveli and Daman and Diu,3382,4,3376,2
3308,13/01/2021,Dadra and Nagar Haveli and Daman and Diu,3382,4,3376,2
3309,14/01/2021,Dadra and Nagar Haveli and Daman and Diu,3383,4,3377,2
3310,15/01/2021,Dadra and Nagar Haveli and Daman and Diu,3385,6,3377,2
3311,16/01/2021,Dadra and Nagar Haveli and Daman and Diu,3388,9,3377,2
3312,17/01/2021,Dadra and Nagar Haveli and Daman and Diu,3388,9,3377,2
3313,18/01/2021,Dadra and Nagar Haveli and Daman and Diu,3390,11,3377,2
3314,19/01/2021,Dadra and Nagar Haveli and Daman and Diu,3390,11,3377,2
3315,20/01/2021,Dadra and Nagar Haveli and Daman and Diu,3391,9,3380,2
3316,21/01/2021,Dadra and Nagar Haveli and Daman and Diu,3393,11,3380,2
3317,22/01/2021,Dadra and Nagar Haveli and Daman and Diu,3393,10,3381,2
3318,23/01/2021,Dadra and Nagar Haveli and Daman and Diu,3394,10,3382,2
3319,24/01/2021,Dadra and Nagar Haveli and Daman and Diu,3394,10,3382,2
3320,25/01/2021,Dadra and Nagar Haveli and Daman and Diu,3394,6,3386,2
3321,27/01/2021,Dadra and Nagar Haveli and Daman and Diu,3395,5,3388,2
3322,28/01/2021,Dadra and Nagar Haveli and Daman and Diu,3396,6,3388,2
3323,29/01/2021,Dadra and Nagar Haveli and Daman and Diu,3397,7,3388,2
3324,30/01/2021,Dadra and Nagar Haveli and Daman and Diu,3398,8,3388,2
3325,31/01/2021,Dadra and Nagar Haveli and Daman and Diu,3398,6,3390,2
3326,01/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,6,3390,2
3327,02/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,5,3391,2
3328,03/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,4,3392,2
3329,04/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,4,3392,2
3330,05/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,4,3392,2
3331,06/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,2,3394,2
3332,07/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,1,3395,2
3333,08/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,1,3395,2
3334,09/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,0,3396,2
3335,10/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,0,3396,2
3336,11/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,0,3396,2
3337,12/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,0,3396,2
3338,13/02/2021,Dadra and Nagar Haveli and Daman and Diu,3398,0,3396,2
3339,14/02/2021,Dadra and Nagar Haveli and Daman and Diu,3400,2,3396,2
3340,15/02/2021,Dadra and Nagar Haveli and Daman and Diu,3400,2,3396,2
3341,16/02/2021,Dadra and Nagar Haveli and Daman and Diu,3400,2,3396,2
3342,17/02/2021,Dadra and Nagar Haveli and Daman and Diu,3400,2,3396,2
3343,18/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,4,3396,2
3344,19/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,4,3396,2
3345,20/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,4,3396,2
3346,21/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,4,3396,2
3347,22/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,4,3396,2
3348,23/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,4,3396,2
3349,24/02/2021,Dadra and Nagar Haveli and Daman and Diu,3402,2,3398,2
3350,25/02/2021,Dadra and Nagar Haveli and Daman and Diu,3404,4,3398,2
3351,26/02/2021,Dadra and Nagar Haveli and Daman and Diu,3405,5,3398,2
3352,27/02/2021,Dadra and Nagar Haveli and Daman and Diu,3406,4,3400,2
3353,01/03/2021,Dadra and Nagar Haveli and Daman and Diu,3406,4,3400,2
3354,02/03/2021,Dadra and Nagar Haveli and Daman and Diu,3406,4,3400,2
3355,03/03/2021,Dadra and Nagar Haveli and Daman and Diu,3408,6,3400,2
3356,04/03/2021,Dadra and Nagar Haveli and Daman and Diu,3408,6,3400,2
3357,06/03/2021,Dadra and Nagar Haveli and Daman and Diu,3408,6,3400,2
3358,07/03/2021,Dadra and Nagar Haveli and Daman and Diu,3409,5,3402,2
3359,08/03/2021,Dadra and Nagar Haveli and Daman and Diu,3416,12,3402,2
3360,09/03/2021,Dadra and Nagar Haveli and Daman and Diu,3421,17,3402,2
3361,10/03/2021,Dadra and Nagar Haveli and Daman and Diu,3423,17,3404,2
3362,11/03/2021,Dadra and Nagar Haveli and Daman and Diu,3426,20,3404,2
3363,13/03/2021,Dadra and Nagar Haveli and Daman and Diu,3431,24,3405,2
3364,14/03/2021,Dadra and Nagar Haveli and Daman and Diu,3435,28,3405,2
3365,15/03/2021,Dadra and Nagar Haveli and Daman and Diu,3438,31,3405,2
3366,16/03/2021,Dadra and Nagar Haveli and Daman and Diu,3440,31,3407,2
3367,17/03/2021,Dadra and Nagar Haveli and Daman and Diu,3445,27,3416,2
3368,18/03/2021,Dadra and Nagar Haveli and Daman and Diu,3445,26,3417,2
3369,19/03/2021,Dadra and Nagar Haveli and Daman and Diu,3454,30,3422,2
3370,20/03/2021,Dadra and Nagar Haveli and Daman and Diu,3464,38,3424,2
3371,21/03/2021,Dadra and Nagar Haveli and Daman and Diu,3471,44,3425,2
3372,22/03/2021,Dadra and Nagar Haveli and Daman and Diu,3481,52,3427,2
3373,23/03/2021,Dadra and Nagar Haveli and Daman and Diu,3485,52,3431,2
3374,24/03/2021,Dadra and Nagar Haveli and Daman and Diu,3495,60,3433,2
3375,25/03/2021,Dadra and Nagar Haveli and Daman and Diu,3510,70,3438,2
3376,27/03/2021,Dadra and Nagar Haveli and Daman and Diu,3554,109,3443,2
3377,28/03/2021,Dadra and Nagar Haveli and Daman and Diu,3580,130,3448,2
3378,29/03/2021,Dadra and Nagar Haveli and Daman and Diu,3607,147,3458,2
3379,30/03/2021,Dadra and Nagar Haveli and Daman and Diu,3623,158,3463,2
3380,31/03/2021,Dadra and Nagar Haveli and Daman and Diu,3642,166,3474,2
3381,01/04/2021,Dadra and Nagar Haveli and Daman and Diu,3661,177,3482,2
3382,02/04/2021,Dadra and Nagar Haveli and Daman and Diu,3683,191,3490,2
3383,03/04/2021,Dadra and Nagar Haveli and Daman and Diu,3703,202,3499,2
3384,04/04/2021,Dadra and Nagar Haveli and Daman and Diu,3719,199,3518,2
3385,05/04/2021,Dadra and Nagar Haveli and Daman and Diu,3744,204,3538,2
3386,06/04/2021,Dadra and Nagar Haveli and Daman and Diu,3770,212,3556,2
3387,07/04/2021,Dadra and Nagar Haveli and Daman and Diu,3788,196,3590,2
3388,08/04/2021,Dadra and Nagar Haveli and Daman and Diu,3812,191,3619,2
3389,09/04/2021,Dadra and Nagar Haveli and Daman and Diu,3842,209,3631,2
3390,10/04/2021,Dadra and Nagar Haveli and Daman and Diu,3884,230,3652,2
3391,11/04/2021,Dadra and Nagar Haveli and Daman and Diu,4014,345,3667,2
3392,12/04/2021,Dadra and Nagar Haveli and Daman and Diu,4083,394,3687,2
3393,13/04/2021,Dadra and Nagar Haveli and Daman and Diu,4209,501,3706,2
3394,14/04/2021,Dadra and Nagar Haveli and Daman and Diu,4307,578,3727,2
3395,15/04/2021,Dadra and Nagar Haveli and Daman and Diu,4420,662,3756,2
3396,16/04/2021,Dadra and Nagar Haveli and Daman and Diu,4523,749,3770,4
3397,12/03/2020,Delhi,6,6,0,0
3398,13/03/2020,Delhi,6,6,0,0
3399,14/03/2020,Delhi,7,5,1,1
3400,15/03/2020,Delhi,7,4,2,1
3401,16/03/2020,Delhi,7,4,2,1
3402,17/03/2020,Delhi,8,5,2,1
3403,18/03/2020,Delhi,10,7,2,1
3404,19/03/2020,Delhi,12,9,2,1
3405,20/03/2020,Delhi,17,13,3,1
3406,21/03/2020,Delhi,26,20,5,1
3407,22/03/2020,Delhi,29,23,5,1
3408,23/03/2020,Delhi,29,23,5,1
3409,24/03/2020,Delhi,31,24,6,1
3410,25/03/2020,Delhi,30,22,6,2
3411,26/03/2020,Delhi,35,28,6,1
3412,27/03/2020,Delhi,36,29,6,1
3413,28/03/2020,Delhi,39,32,6,1
3414,29/03/2020,Delhi,39,31,6,2
3415,30/03/2020,Delhi,53,45,6,2
3416,31/03/2020,Delhi,97,89,6,2
3417,01/04/2020,Delhi,120,112,6,2
3418,02/04/2020,Delhi,152,144,6,2
3419,03/04/2020,Delhi,219,207,8,4
3420,04/04/2020,Delhi,386,372,8,6
3421,05/04/2020,Delhi,445,424,15,6
3422,06/04/2020,Delhi,503,478,18,7
3423,07/04/2020,Delhi,523,497,19,7
3424,08/04/2020,Delhi,576,546,21,9
3425,09/04/2020,Delhi,669,639,21,9
3426,10/04/2020,Delhi,720,683,25,12
3427,11/04/2020,Delhi,903,865,25,13
3428,12/04/2020,Delhi,1069,1025,25,19
3429,13/04/2020,Delhi,1154,1103,27,24
3430,14/04/2020,Delhi,1510,1452,30,28
3431,15/04/2020,Delhi,1561,1501,30,30
3432,16/04/2020,Delhi,1578,1506,40,32
3433,17/04/2020,Delhi,1640,1551,51,38
3434,18/04/2020,Delhi,1707,1593,72,42
3435,19/04/2020,Delhi,1893,1779,72,42
3436,20/04/2020,Delhi,2003,1886,72,45
3437,21/04/2020,Delhi,2081,1603,431,47
3438,22/04/2020,Delhi,2156,1498,611,47
3439,23/04/2020,Delhi,2248,1476,724,48
3440,24/04/2020,Delhi,2376,1518,808,50
3441,25/04/2020,Delhi,2514,1604,857,53
3442,26/04/2020,Delhi,2625,1702,869,54
3443,27/04/2020,Delhi,2918,1987,877,54
3444,28/04/2020,Delhi,3108,2177,877,54
3445,29/04/2020,Delhi,3314,2182,1078,54
3446,30/04/2020,Delhi,3439,2291,1092,56
3447,01/05/2020,Delhi,3515,2362,1094,59
3448,02/05/2020,Delhi,3738,2510,1167,61
3449,03/05/2020,Delhi,4122,2802,1256,64
3450,04/05/2020,Delhi,4549,3123,1362,64
3451,05/05/2020,Delhi,4898,3403,1431,64
3452,06/05/2020,Delhi,5104,3572,1468,64
3453,07/05/2020,Delhi,5532,3925,1542,65
3454,08/05/2020,Delhi,5980,3983,1931,66
3455,09/05/2020,Delhi,6318,4230,2020,68
3456,10/05/2020,Delhi,6542,4449,2020,73
3457,11/05/2020,Delhi,6923,4781,2069,73
3458,12/05/2020,Delhi,7233,5031,2129,73
3459,13/05/2020,Delhi,7639,5041,2512,86
3460,14/05/2020,Delhi,7998,5034,2858,106
3461,15/05/2020,Delhi,8470,5310,3045,115
3462,16/05/2020,Delhi,8895,5254,3518,123
3463,17/05/2020,Delhi,9333,5278,3926,129
3464,18/05/2020,Delhi,10054,5409,4485,160
3465,19/05/2020,Delhi,10054,5401,4485,168
3466,20/05/2020,Delhi,10554,5636,4750,168
3467,21/05/2020,Delhi,11088,5720,5192,176
3468,22/05/2020,Delhi,11659,5898,5567,194
3469,23/05/2020,Delhi,12319,6214,5897,208
3470,24/05/2020,Delhi,12910,6412,6267,231
3471,25/05/2020,Delhi,13418,6617,6540,261
3472,26/05/2020,Delhi,14053,7006,6771,276
3473,27/05/2020,Delhi,14465,6954,7223,288
3474,28/05/2020,Delhi,15257,7690,7264,303
3475,29/05/2020,Delhi,16281,8470,7495,316
3476,30/05/2020,Delhi,17386,9142,7846,398
3477,31/05/2020,Delhi,18549,10058,8075,416
3478,01/06/2020,Delhi,19844,10893,8478,473
3479,02/06/2020,Delhi,20834,11565,8746,523
3480,03/06/2020,Delhi,22132,12333,9243,556
3481,04/06/2020,Delhi,23645,13497,9542,606
3482,05/06/2020,Delhi,25004,14456,9898,650
3483,06/06/2020,Delhi,26334,15311,10315,708
3484,07/06/2020,Delhi,27654,16229,10664,761
3485,08/06/2020,Delhi,27654,16229,10664,761
3486,09/06/2020,Delhi,29943,17712,11357,874
3487,10/06/2020,Delhi,31309,18543,11861,905
3488,11/06/2020,Delhi,32810,19581,12245,984
3489,12/06/2020,Delhi,34687,20871,12731,1085
3490,13/06/2020,Delhi,36824,22212,13398,1214
3491,14/06/2020,Delhi,38958,22742,14945,1271
3492,15/06/2020,Delhi,41182,24032,15823,1327
3493,16/06/2020,Delhi,42829,25002,16427,1400
3494,17/06/2020,Delhi,44688,26351,16500,1837
3495,18/06/2020,Delhi,47102,27741,17457,1904
3496,19/06/2020,Delhi,49979,26669,21341,1969
3497,20/06/2020,Delhi,53116,27512,23569,2035
3498,21/06/2020,Delhi,56746,23340,31294,2112
3499,22/06/2020,Delhi,59746,24558,33013,2175
3500,23/06/2020,Delhi,62655,23820,36602,2233
3501,24/06/2020,Delhi,66602,24988,39313,2301
3502,25/06/2020,Delhi,70390,26588,41437,2365
3503,26/06/2020,Delhi,73780,26586,44765,2429
3504,27/06/2020,Delhi,77240,27657,47091,2492
3505,28/06/2020,Delhi,80188,28329,49301,2558
3506,29/06/2020,Delhi,83077,27847,52607,2623
3507,30/06/2020,Delhi,85161,26246,56235,2680
3508,01/07/2020,Delhi,87360,26270,58348,2742
3509,02/07/2020,Delhi,89802,27007,59992,2803
3510,03/07/2020,Delhi,92175,26304,63007,2864
3511,04/07/2020,Delhi,94695,26148,65624,2923
3512,05/07/2020,Delhi,97200,25940,68256,3004
3513,06/07/2020,Delhi,99444,25038,71339,3067
3514,07/07/2020,Delhi,100823,25620,72088,3115
3515,08/07/2020,Delhi,102831,25449,74217,3165
3516,09/07/2020,Delhi,104864,23452,78199,3213
3517,10/07/2020,Delhi,107051,21567,82226,3258
3518,11/07/2020,Delhi,109140,21146,84694,3300
3519,12/07/2020,Delhi,110921,19895,87692,3334
3520,13/07/2020,Delhi,112494,19155,89968,3371
3521,14/07/2020,Delhi,113740,19017,91312,3411
3522,15/07/2020,Delhi,115346,18664,93236,3446
3523,16/07/2020,Delhi,116993,17807,95699,3487
3524,17/07/2020,Delhi,118645,17407,97693,3545
3525,18/07/2020,Delhi,120107,17235,99301,3571
3526,19/07/2020,Delhi,121582,16711,101274,3597
3527,20/07/2020,Delhi,122793,16031,103134,3628
3528,21/07/2020,Delhi,123747,15166,104918,3663
3529,22/07/2020,Delhi,125096,15288,106118,3690
3530,23/07/2020,Delhi,126323,14954,107650,3719
3531,24/07/2020,Delhi,127364,14554,109065,3745
3532,25/07/2020,Delhi,128389,13681,110931,3777
3533,26/07/2020,Delhi,129531,12657,113068,3806
3534,27/07/2020,Delhi,130606,11904,114875,3827
3535,28/07/2020,Delhi,131219,10994,116372,3853
3536,29/07/2020,Delhi,132275,10887,117507,3881
3537,30/07/2020,Delhi,133310,10770,118633,3907
3538,31/07/2020,Delhi,134403,10743,119724,3936
3539,01/08/2020,Delhi,135598,10705,120930,3963
3540,02/08/2020,Delhi,136716,10596,122131,3989
3541,03/08/2020,Delhi,137677,10356,123317,4004
